order_id,date_key,customer_key,product_key,region_key,sales
CA-2015-167927,7,20,49,19,13.98
CA-2015-167927,7,20,50,19,272.94
CA-2015-167927,7,20,51,19,19.05
CA-2015-167927,7,20,52,19,247.716
CA-2015-167927,7,20,53,19,66.58
CA-2015-167927,7,20,54,19,43.92
CA-2015-167927,7,20,55,19,14.73
CA-2015-167927,7,20,56,19,29.7
CA-2015-134103,17,21,57,20,10.56
CA-2015-134103,17,21,58,20,229.94
CA-2015-149524,18,22,59,21,61.96
US-2015-147774,7,23,60,22,67.194
CA-2015-106054,14,24,61,23,12.78
CA-2015-167199,14,25,62,24,2573.82
CA-2015-167199,14,25,63,24,609.98
CA-2015-167199,14,25,1466,24,609.98
CA-2015-167199,14,25,64,24,5.48
CA-2015-167199,14,25,65,24,391.98
CA-2015-167199,14,25,66,24,755.96
CA-2015-167199,14,25,67,24,31.12
CA-2015-167199,14,25,68,24,6.54
CA-2015-105417,19,26,69,25,76.728
CA-2015-105417,19,26,1777,25,76.728
CA-2015-105417,19,26,70,25,10.43
CA-2015-103800,20,27,71,26,16.448
CA-2015-167997,10,28,72,27,10.68
CA-2015-167997,10,28,73,27,141.96
CA-2015-102645,21,29,74,28,40.08
CA-2015-118192,4,30,75,29,37.408
CA-2015-118192,4,30,76,29,3.438
US-2015-110674,22,31,77,30,129.568
CA-2015-140795,23,32,78,31,468.9
CA-2015-107755,24,33,79,32,115.36
CA-2015-122567,25,34,80,33,1.08
CA-2015-122567,25,34,81,33,7.96
CA-2015-111059,26,35,82,34,83.84
CA-2015-111059,26,35,83,34,13.272
CA-2015-107181,27,36,84,35,82.896
CA-2015-107181,27,36,85,35,34.24
CA-2015-139857,28,37,86,14,12.35
CA-2015-131905,29,38,87,36,15.0
CA-2015-131905,29,38,88,36,161.61
CA-2015-131905,29,38,89,36,144.95
CA-2015-165540,30,39,6,37,8.85
CA-2015-109491,31,40,90,38,62.31
CA-2015-109491,31,40,91,38,20.32
CA-2015-107706,32,41,92,26,16.176
US-2015-137680,33,42,71,39,32.896
US-2015-137680,33,42,93,39,22.776
CA-2015-127614,34,43,78,36,234.45
CA-2015-127614,34,43,94,36,1256.22
CA-2015-127614,34,43,95,36,17.46
US-2015-165589,35,44,96,40,25.16
CA-2015-103744,36,45,97,41,6.936
CA-2015-103744,36,45,98,41,4.428
CA-2015-165568,37,46,99,34,21.36
CA-2015-133354,38,47,100,42,19.44
CA-2015-152905,35,48,101,43,12.624
CA-2015-164903,31,49,102,16,12.96
CA-2015-104808,27,50,44,44,17.248
US-2015-169390,24,4,103,12,64.96
CA-2015-108182,29,6,104,45,8.952
CA-2015-123400,28,51,105,46,18.336
CA-2015-123400,28,51,106,46,180.96
CA-2015-168368,34,52,107,47,60.89
CA-2015-168368,34,52,1795,47,60.89
CA-2015-168368,34,52,108,47,14.94
CA-2015-168368,34,52,109,47,9.64
CA-2015-168368,34,52,110,47,332.94
CA-2015-168368,34,52,111,47,51.9
CA-2015-168368,34,52,864,47,51.9
CA-2015-168368,34,52,112,47,64.96
CA-2015-125759,39,53,113,48,14.56
CA-2015-156545,40,54,114,49,19.456
CA-2015-154165,41,6,115,50,54.208
CA-2015-121762,32,55,116,51,239.97
CA-2015-121762,32,55,117,51,81.96
CA-2015-121762,32,55,118,51,238.62
CA-2015-104269,42,56,62,52,457.568
CA-2015-140004,43,57,119,53,7.408
CA-2015-140004,43,57,120,53,6.048
CA-2015-155852,44,58,114,54,19.456
CA-2015-149958,45,59,121,55,142.776
CA-2015-149958,45,59,122,55,45.696
CA-2015-149958,45,59,123,55,7.218
CA-2015-149958,45,59,124,55,43.188
CA-2015-149958,45,59,125,55,131.904
CA-2015-127964,44,60,126,56,9.99
CA-2015-127964,44,60,82,56,125.76
CA-2015-127964,44,60,127,56,25.32
US-2015-100279,46,61,128,57,22.38
CA-2015-118339,47,62,129,58,93.78
CA-2015-118339,47,62,92,58,47.18
CA-2015-118339,47,62,130,58,19.68
CA-2015-118339,47,62,72,58,53.4
CA-2015-118339,47,62,131,58,35.88
CA-2015-166884,48,63,132,49,8.32
CA-2015-166884,48,63,133,49,10.464
CA-2015-116239,49,64,134,59,354.9
US-2015-158057,50,65,135,60,7.644
US-2015-158057,50,65,136,60,51.465
CA-2015-157623,51,66,57,61,10.56
CA-2015-157623,51,66,137,61,3.38
US-2015-140116,46,67,39,62,636.408
US-2015-140116,46,67,138,62,83.168
CA-2015-128055,52,68,139,63,673.568
CA-2015-128055,52,68,140,63,52.98
US-2015-148838,47,69,141,12,1579.746
US-2015-148838,47,69,142,12,1071.576
US-2015-148838,47,69,143,12,613.908
US-2015-148838,47,69,144,12,34.86
US-2015-148838,47,69,145,12,155.04
CA-2015-148586,53,70,146,64,366.786
CA-2015-145317,54,71,147,65,821.3
CA-2015-145317,54,71,148,65,22638.48
CA-2015-145317,54,71,74,65,21.376
CA-2015-145317,54,71,149,65,8.016
CA-2015-145317,54,71,150,65,30.768
CA-2015-145317,54,71,1173,65,30.768
CA-2015-145317,54,71,151,65,18.936
CA-2015-145317,54,71,152,65,122.352
US-2015-125521,51,72,153,36,1139.92
CA-2015-148040,50,73,154,66,74.352
CA-2015-148040,50,73,155,66,314.352
CA-2015-169033,55,74,156,67,49.65
CA-2015-158337,48,75,157,12,108.92
CA-2015-157609,56,76,158,68,471.92
CA-2015-120838,57,77,159,69,330.4
CA-2015-120838,57,77,160,69,604.752
CA-2015-138436,58,78,161,69,66.3
US-2015-129609,50,79,24,70,16.28
CA-2015-117016,49,31,162,71,15.552
CA-2015-147235,59,80,163,12,24.9
CA-2015-114510,51,81,164,72,33.088
CA-2015-114510,51,81,165,72,80.98
CA-2015-114510,51,81,166,72,82.8
CA-2015-114510,51,81,167,72,21.36
CA-2015-114510,51,81,168,72,62.048
CA-2015-112403,52,82,169,73,0.852
CA-2015-156587,60,48,170,51,48.712
CA-2015-156587,60,48,171,51,17.94
CA-2015-156587,60,48,172,51,242.94
US-2015-104759,52,83,173,74,8.134
US-2015-104759,52,83,174,74,79.984
CA-2015-158442,47,70,175,75,4.448
CA-2015-158442,47,70,176,75,5.184
CA-2015-158442,47,70,938,75,5.184
CA-2015-158442,47,70,177,75,15.552
US-2015-131982,60,84,178,76,107.648
CA-2015-133424,55,85,179,34,15.84
CA-2015-133424,55,85,180,34,44.4
US-2015-107405,43,86,181,77,16.272
CA-2015-101770,52,87,182,78,1.869
US-2015-143707,42,88,183,56,5.94
US-2015-105151,55,89,184,64,10.5
CA-2015-107524,61,76,7,64,11.36
CA-2015-107524,61,76,185,64,36.4
CA-2015-131247,55,52,186,79,205.666
CA-2015-111871,54,90,187,79,1198.33
CA-2015-103989,62,91,188,80,323.976
CA-2015-103989,62,91,189,80,11.808
CA-2015-103989,62,91,190,80,26.16
CA-2015-103989,62,91,104,80,33.57
CA-2015-103989,62,91,132,80,4.992
CA-2015-103989,62,91,191,80,20.016
CA-2015-103989,62,91,192,80,170.24
CA-2015-113880,42,92,193,81,634.116
CA-2015-113880,42,92,194,81,17.472
CA-2015-164749,57,93,195,82,9.912
CA-2015-114790,48,94,196,83,146.76
CA-2015-114790,48,94,79,83,32.96
CA-2015-114790,48,94,197,83,587.97
CA-2015-114790,48,94,198,83,14.94
US-2015-127978,44,95,199,49,15.12
US-2015-127978,44,95,47,49,302.45
US-2015-127978,44,95,200,49,44.672
CA-2015-137274,63,96,201,84,890.841
US-2015-131275,54,97,202,85,111.0
US-2015-131275,54,97,203,85,1279.968
US-2015-131275,54,97,1681,85,1279.968
US-2015-131275,54,97,39,85,1856.19
CA-2015-130421,44,98,204,26,176.772
US-2015-164763,47,50,51,86,11.43
US-2015-164763,47,50,205,86,30.44
US-2015-164763,47,50,206,86,12.96
US-2015-164763,47,50,207,86,16.0
US-2015-164763,47,50,208,86,32.67
CA-2015-163223,43,99,209,5,3499.93
CA-2015-163223,43,99,210,5,14.4
CA-2015-163223,43,99,211,5,122.97
CA-2015-163223,43,99,212,5,9.32
CA-2015-163223,43,99,213,5,122.94
CA-2015-162089,55,100,214,87,335.72
CA-2015-162089,55,100,215,87,251.944
CA-2015-162089,55,100,216,87,127.302
CA-2015-143637,59,101,217,88,40.48
US-2015-137869,64,102,218,89,6.12
US-2015-137869,64,102,219,89,1184.72
CA-2015-131009,42,103,220,41,18.84
CA-2015-131009,42,103,221,41,362.25
CA-2015-131009,42,103,14,41,63.552
CA-2015-131009,42,103,222,41,129.552
CA-2015-127859,47,104,223,6,126.624
US-2015-103338,48,105,224,90,7.98
CA-2015-168312,42,106,36,91,137.352
CA-2015-168312,42,106,225,91,376.509
US-2015-155544,43,107,226,92,59.2
US-2015-155544,43,107,227,92,32.952
US-2015-155544,43,107,1030,92,32.952
US-2015-155544,43,107,33,92,218.376
US-2015-113124,55,108,228,93,129.3
CA-2015-100881,64,109,229,94,302.376
CA-2015-169061,65,110,230,95,59.52
CA-2015-169061,65,110,231,95,479.97
CA-2015-169061,65,110,232,95,18.62
CA-2015-169061,65,110,164,95,49.632
CA-2015-169061,65,110,233,95,97.82
CA-2015-105648,44,111,234,14,626.352
CA-2015-141838,58,112,235,63,3.36
CA-2015-141838,58,112,95,63,27.936
CA-2015-141838,58,112,236,63,28.784
CA-2015-128237,53,113,130,79,6.56
CA-2015-128237,53,113,237,79,14.88
CA-2015-128237,53,113,238,79,45.48
CA-2015-128237,53,113,239,79,25.44
CA-2015-152618,51,114,147,50,574.91
CA-2015-152618,51,114,240,50,8.448
CA-2015-100293,51,115,241,65,91.056
CA-2015-130428,52,116,242,55,1125.488
CA-2015-130428,52,116,243,55,12.645
CA-2015-130428,52,116,120,55,4.032
CA-2015-104563,60,117,244,51,20.65
CA-2015-104563,60,117,245,51,204.9
CA-2015-104563,60,117,246,51,436.704
CA-2015-104563,60,117,247,51,481.568
CA-2015-100860,58,118,248,96,18.75
CA-2015-122336,66,78,249,21,17.856
CA-2015-122336,66,78,250,21,509.97
CA-2015-122336,66,78,251,21,30.992
CA-2015-122336,66,78,252,21,71.928
CA-2015-155208,67,119,24,54,39.072
CA-2015-113887,68,120,253,56,55.48
CA-2015-136742,69,121,254,97,44.91
CA-2015-134061,70,122,255,98,17.46
CA-2015-158064,71,123,256,99,16.52
US-2015-157021,72,74,180,100,29.6
US-2015-157021,72,74,257,100,17.088
US-2015-118486,69,10,258,8,10.304
US-2015-118486,69,10,259,8,154.764
US-2015-118486,69,10,260,8,116.784
US-2015-112564,73,124,261,6,2.502
CA-2015-105172,74,125,262,15,18.9
US-2015-157406,75,126,263,26,10.368
US-2015-157406,75,126,264,26,6.24
CA-2015-118976,76,127,265,101,20.86
CA-2015-118976,76,127,266,101,497.61
CA-2015-118976,76,127,267,101,5.34
CA-2015-118976,76,127,268,101,3.15
CA-2015-147298,77,128,269,16,230.28
CA-2015-147298,77,128,270,16,18.288
CA-2015-110100,75,129,271,54,302.376
CA-2015-110100,75,129,1306,54,302.376
CA-2015-154599,78,130,272,102,1075.088
CA-2015-154599,78,130,273,102,438.368
CA-2015-154599,78,130,274,102,18.088
CA-2015-154599,78,130,186,102,308.499
CA-2015-142727,70,131,216,103,51.96
CA-2015-142727,70,131,131,103,17.94
CA-2015-102988,68,132,275,10,22.96
CA-2015-102988,68,132,89,10,28.99
CA-2015-102988,68,132,206,10,12.96
CA-2015-102988,68,132,276,10,22.96
CA-2015-102988,68,132,277,10,4164.05
US-2015-150119,73,133,242,49,281.372
US-2015-150119,73,133,242,49,281.372
US-2015-150119,73,133,278,49,7.488
US-2015-150119,73,133,279,49,22.336
CA-2015-124023,79,134,280,104,8.96
CA-2015-110849,80,135,281,16,287.968
CA-2015-110849,80,135,19,16,13.12
CA-2015-110849,80,135,282,16,10.75
CA-2015-110849,80,135,283,16,11.62
CA-2015-140228,76,136,284,29,6.912
CA-2015-140228,76,136,285,29,27.096
CA-2015-140228,76,136,286,29,177.568
US-2015-102715,81,137,287,78,6.912
US-2015-102715,81,137,231,78,383.976
US-2015-102715,81,137,288,78,10.368
US-2015-102715,81,137,289,78,335.944
CA-2015-100363,82,138,290,105,2.368
CA-2015-100363,82,138,291,105,19.008
CA-2015-151001,68,139,292,106,49.632
CA-2015-151001,68,139,293,106,52.096
CA-2015-133228,74,101,294,107,5.47
CA-2015-133228,74,101,295,107,79.36
CA-2015-128846,79,140,229,59,629.95
CA-2015-128846,79,140,296,59,122.97
CA-2015-166954,75,141,297,108,303.25
CA-2015-166954,75,141,298,108,270.72
CA-2015-166954,75,141,299,108,1487.04
CA-2015-169460,83,142,300,109,76.14
CA-2015-169460,83,142,1574,109,76.14
US-2015-121734,81,143,301,110,9.584
US-2015-128685,74,144,302,99,7.184
CA-2015-138940,81,145,303,111,758.352
CA-2015-156006,84,39,304,86,47.79
CA-2015-156006,84,39,1104,86,47.79
CA-2015-169803,69,146,305,52,653.55
CA-2015-169803,69,146,306,52,33.9
CA-2015-134572,85,2,307,112,744.1
CA-2015-134572,85,2,308,112,44.84
CA-2015-134572,85,2,309,112,401.59
CA-2015-149538,74,147,310,113,232.55
CA-2015-149538,74,147,311,113,99.98
CA-2015-149538,74,147,312,113,19.44
CA-2015-149538,74,147,176,113,12.96
CA-2015-149538,74,147,938,113,12.96
CA-2015-164315,86,148,313,23,15.84
CA-2015-164315,86,148,314,23,1049.93
CA-2015-164315,86,148,315,23,154.9
US-2015-118997,82,149,316,114,1215.92
CA-2015-102652,69,150,317,16,91.96
CA-2015-102652,69,150,318,16,33.11
CA-2015-102652,69,150,319,16,19.44
CA-2015-102652,69,150,320,16,55.48
CA-2015-165806,79,151,321,115,58.32
CA-2015-165806,79,151,322,115,200.97
CA-2015-107811,70,152,323,116,561.584
CA-2015-107811,70,152,324,116,99.92
US-2015-163797,82,153,67,117,49.792
CA-2015-100678,80,74,325,26,2.688
CA-2015-100678,80,74,326,26,317.058
CA-2015-100678,80,74,327,26,149.352
CA-2015-100678,80,74,328,26,227.976
CA-2015-167724,66,154,329,101,7.83
CA-2015-101462,85,155,330,118,59.92
CA-2015-150581,82,53,331,30,99.592
CA-2015-150581,82,53,332,30,399.96
CA-2015-122070,87,156,333,119,247.84
CA-2015-122070,87,156,334,119,9.912
CA-2015-116785,77,157,335,69,21.4
CA-2015-116785,77,157,199,69,12.6
CA-2015-121769,82,158,309,120,172.11
US-2015-120740,88,159,336,16,106.96
US-2015-120740,88,159,337,16,187.76
US-2015-120740,88,159,1098,16,187.76
CA-2015-158470,83,160,338,121,58.05
CA-2015-158470,83,160,339,121,71.28
CA-2015-138359,72,161,340,122,66.96
CA-2015-138359,72,161,278,122,6.24
CA-2015-118304,70,162,341,2,19.98
CA-2015-110555,81,163,342,123,87.08
CA-2015-110555,81,163,343,123,105.584
CA-2015-110555,81,163,344,123,217.44
CA-2015-131387,76,164,345,63,1679.96
CA-2015-160094,84,165,346,124,174.95
CA-2015-160094,84,165,159,124,826.0
US-2015-157847,86,98,347,26,26.72
US-2015-157847,86,98,348,26,33.488
CA-2015-153808,69,166,349,125,70.95
CA-2015-153808,69,166,350,125,65.568
CA-2015-153808,69,166,351,125,299.97
CA-2015-160276,86,167,352,126,177.68
CA-2015-132983,76,168,116,127,159.98
CA-2015-136336,71,169,353,24,828.84
US-2015-158365,78,170,354,128,32.4
CA-2015-111857,73,53,233,15,48.91
CA-2015-149104,68,171,355,129,26.7
CA-2015-149104,68,171,356,129,40.2
CA-2015-149104,68,171,119,129,13.89
CA-2015-149104,68,171,58,129,689.82
CA-2015-167164,89,172,357,130,55.5
CA-2015-103849,90,173,358,131,58.112
CA-2015-103849,90,173,359,131,100.792
CA-2015-103849,90,173,360,131,66.112
US-2015-105767,91,174,361,6,3.282
US-2015-105767,91,174,362,6,21.168
US-2015-105767,91,174,363,6,55.188
CA-2015-124429,92,175,364,132,567.12
CA-2015-124429,92,175,365,132,359.32
CA-2015-106810,93,176,366,46,310.88
US-2015-102071,94,177,306,79,67.8
US-2015-102071,94,177,367,79,167.97
CA-2015-117639,95,178,368,126,2715.93
CA-2015-117639,95,178,369,126,617.97
CA-2015-117639,95,178,697,126,617.97
CA-2015-139192,92,129,370,15,1113.504
CA-2015-139192,92,129,371,15,99.99
CA-2015-117709,96,179,372,133,46.8
US-2015-117058,92,180,373,50,17.46
CA-2015-121664,97,181,374,16,140.736
CA-2015-155271,96,182,227,134,27.46
CA-2015-155271,96,182,1030,134,27.46
CA-2015-130274,98,183,375,135,21.56
CA-2015-156349,99,55,376,99,290.666
CA-2015-156349,99,55,377,99,201.584
CA-2015-156349,99,55,378,99,83.984
CA-2015-127159,100,7,3,136,34.79
CA-2015-139017,90,184,379,26,46.864
US-2015-130379,101,185,380,137,75.6
US-2015-130379,101,185,381,137,29.32
CA-2015-103373,102,186,382,138,779.796
CA-2015-140165,89,187,383,139,7.104
CA-2015-140165,89,187,384,139,398.352
US-2015-114188,103,188,385,140,33.28
US-2015-114188,103,188,386,140,38.52
US-2015-114188,103,188,387,140,139.86
CA-2015-143413,104,189,388,101,116.28
CA-2015-155887,100,67,389,141,700.056
CA-2015-158029,99,190,390,99,225.296
CA-2015-129574,99,191,48,142,48.4
CA-2015-148761,105,192,105,143,91.68
CA-2015-104780,95,193,41,14,31.84
CA-2015-164224,102,194,391,144,149.232
CA-2015-164224,102,194,392,144,15.936
CA-2015-114433,89,195,393,145,149.97
CA-2015-143840,106,196,394,114,135.98
CA-2015-143840,106,196,395,114,44.95
CA-2015-158771,94,197,357,24,83.25
CA-2015-158771,94,197,262,24,9.45
CA-2015-158771,94,197,396,24,20.65
CA-2015-158771,94,197,397,24,45.36
CA-2015-135755,98,198,398,95,40.176
CA-2015-135755,98,198,399,95,10.896
CA-2015-127523,90,199,400,146,35.91
US-2015-107699,107,200,401,147,57.42
CA-2015-166457,108,201,402,83,9.42
CA-2015-166457,108,201,403,83,6.56
CA-2015-166457,108,201,404,83,24.56
US-2015-154879,97,202,97,125,5.78
US-2015-154879,97,202,405,125,107.94
CA-2015-110219,108,203,107,148,127.869
CA-2015-110219,108,203,1795,148,127.869
CA-2015-146885,109,204,406,149,13.62
CA-2015-160738,108,161,407,150,45.248
CA-2015-159709,110,164,408,151,158.13
CA-2015-159709,110,164,409,151,43.6
CA-2015-113768,89,156,146,125,279.456
CA-2015-113768,89,156,207,125,8.0
CA-2015-135993,111,205,410,52,57.408
CA-2015-135993,111,205,166,52,27.6
CA-2015-145800,109,206,411,152,355.455
CA-2015-115056,112,174,208,49,26.136
CA-2015-152443,95,207,412,153,447.86
CA-2015-152443,95,207,413,153,17.94
CA-2015-152443,95,207,1707,153,17.94
CA-2015-152443,95,207,117,153,245.88
CA-2015-166086,113,208,414,153,16.14
CA-2015-166086,113,208,37,153,194.25
CA-2015-166086,113,208,415,153,8.64
CA-2015-166086,113,208,416,153,872.32
CA-2015-138513,91,9,417,154,12.96
CA-2015-144029,99,163,418,137,102.624
CA-2015-144029,99,163,419,137,359.772
CA-2015-144029,99,163,420,137,13.392
US-2015-135881,91,209,421,56,17.96
US-2015-135881,91,209,422,56,5.04
US-2015-135881,91,209,423,56,208.16
CA-2015-124618,112,210,424,80,479.984
CA-2015-111899,96,108,349,91,37.84
CA-2015-111899,96,108,425,91,5.472
CA-2015-114181,110,211,426,6,349.965
CA-2015-114181,110,211,420,6,22.32
CA-2015-105872,109,212,374,12,70.368
CA-2015-125150,114,213,146,69,232.88
CA-2015-103429,109,214,427,12,25.584
CA-2015-103429,109,214,428,12,464.0
CA-2015-103429,109,214,429,12,235.95
CA-2015-103429,109,214,430,12,39.96
CA-2015-166051,115,215,431,86,659.97
CA-2015-166051,115,215,432,86,113.73
US-2015-148194,96,216,433,34,12.18
US-2015-148194,96,216,434,34,57.68
CA-2015-108861,111,217,435,34,136.96
US-2015-163146,114,218,436,63,56.4
CA-2015-140473,109,219,424,137,719.976
CA-2015-130673,103,220,437,155,10.332
CA-2015-130673,103,220,354,155,10.368
CA-2015-130673,103,220,438,155,20.784
CA-2015-130673,103,220,340,155,66.96
CA-2015-111934,108,221,56,121,11.88
CA-2015-111934,108,221,439,121,35.44
CA-2015-116666,116,67,440,6,1799.97
CA-2015-103310,110,222,441,109,39.96
CA-2015-103310,110,222,442,109,1432.0
CA-2015-103310,110,222,443,109,41.04
CA-2015-103310,110,222,444,109,256.784
CA-2015-152100,90,223,445,25,1212.96
CA-2015-100391,101,224,446,56,14.62
CA-2015-119172,90,225,194,74,17.472
CA-2015-119172,90,225,447,74,104.58
CA-2015-119172,90,225,1380,74,104.58
CA-2015-130155,107,226,443,126,34.2
CA-2015-127166,95,162,448,112,56.064
CA-2015-127166,95,162,449,112,107.772
CA-2015-127166,95,162,450,112,4.832
CA-2015-127166,95,162,451,112,18.24
CA-2015-115812,117,227,452,156,48.86
CA-2015-115812,117,227,453,156,7.28
CA-2015-115812,117,227,454,156,907.152
CA-2015-115812,117,227,455,156,18.504
CA-2015-115812,117,227,456,156,114.9
CA-2015-115812,117,227,411,156,1706.184
CA-2015-115812,117,227,457,156,911.424
CA-2015-131926,118,228,62,58,2001.86
CA-2015-131926,118,228,458,58,166.72
CA-2015-131926,118,228,459,58,47.88
CA-2015-131926,118,228,460,58,1503.25
CA-2015-131926,118,228,461,58,25.92
CA-2015-111003,118,229,462,157,45.48
CA-2015-111003,118,229,463,157,289.2
US-2015-134971,119,230,464,158,12.462
CA-2015-142048,120,231,465,159,196.752
CA-2015-133753,117,232,341,25,7.992
CA-2015-133753,117,232,466,25,63.984
CA-2015-133753,117,232,467,25,70.368
US-2015-117135,121,195,468,160,104.01
US-2015-117135,121,195,457,160,284.82
US-2015-117135,121,195,469,160,36.84
CA-2015-104472,122,72,470,161,59.808
CA-2015-104472,122,72,471,161,73.32
CA-2015-165974,123,233,472,162,32.76
CA-2015-140858,124,234,473,21,41.472
CA-2015-140858,124,234,474,21,3.168
CA-2015-140858,124,234,323,21,1228.465
CA-2015-140858,124,234,84,21,31.086
CA-2015-140858,124,234,475,21,335.52
CA-2015-133851,117,235,476,63,7.36
CA-2015-133851,117,235,477,63,23.1
US-2015-141215,125,236,478,148,99.918
US-2015-141215,125,236,153,148,797.944
US-2015-141215,125,236,479,148,8.568
CA-2015-159338,126,237,480,16,447.84
CA-2015-128146,121,56,66,157,1322.93
CA-2015-128146,121,56,481,157,3.76
CA-2015-146640,127,238,482,12,334.768
CA-2015-135657,128,239,483,52,515.88
CA-2015-133270,129,240,484,98,13.36
CA-2015-132612,117,241,485,163,1441.3
CA-2015-141278,121,184,486,164,21.4
CA-2015-114643,130,94,115,156,14.52
CA-2015-147914,131,100,487,49,16.224
CA-2015-126032,132,242,488,8,86.376
CA-2015-159520,129,243,464,67,149.544
CA-2015-159520,129,243,489,67,17.14
CA-2015-159520,129,243,490,67,991.764
CA-2015-124646,120,244,491,165,501.81
CA-2015-124646,120,244,222,165,161.94
US-2015-165659,118,245,492,166,22.2
US-2015-165659,118,245,493,166,881.93
CA-2015-104283,133,246,27,167,306.2
CA-2015-104283,133,246,259,167,85.98
CA-2015-104283,133,246,367,167,223.96
CA-2015-136644,134,247,77,168,647.84
US-2015-160780,121,170,494,169,11.088
US-2015-160780,121,170,495,169,25.164
CA-2015-123064,127,248,496,50,5.248
US-2015-141257,135,249,497,52,585.552
CA-2015-113929,134,63,498,170,41.4
CA-2015-113929,134,63,499,170,35.0
CA-2015-113929,134,63,500,170,39.552
CA-2015-156993,124,250,501,20,6.08
CA-2015-138317,121,251,22,73,24.896
CA-2015-138317,121,251,502,73,3.984
CA-2015-138317,121,251,25,73,95.968
CA-2015-138317,121,251,503,73,206.991
CA-2015-138317,121,251,504,73,44.416
CA-2015-138317,121,251,505,73,9.006
CA-2015-109218,127,252,162,125,32.4
CA-2015-166863,136,98,506,84,201.584
CA-2015-166863,136,98,507,84,3.392
CA-2015-166863,136,98,508,84,193.0656
CA-2015-166863,136,98,509,84,15.552
CA-2015-166863,136,98,1625,84,15.552
CA-2015-166863,136,98,185,84,11.648
CA-2015-166863,136,98,510,84,418.8
CA-2015-166863,136,98,511,84,509.488
US-2015-109162,135,253,512,171,170.352
CA-2015-100895,122,170,386,9,8.56
CA-2015-100895,122,170,513,9,239.97
CA-2015-100895,122,170,121,9,356.94
CA-2015-154963,120,254,514,172,170.058
CA-2015-154963,120,254,515,172,82.782
CA-2015-154963,120,254,516,172,853.93
US-2015-130358,132,255,517,173,20.016
US-2015-130358,132,255,518,173,3.104
CA-2015-130624,121,256,519,12,19.65
CA-2015-130624,121,256,520,12,617.97
CA-2015-130624,121,256,81,12,59.7
CA-2015-116757,127,257,42,26,25.92
CA-2015-116757,127,257,383,26,21.312
CA-2015-106229,119,258,521,174,268.935
CA-2015-164469,126,259,522,175,263.96
CA-2015-164469,126,259,24,175,71.632
CA-2015-164469,126,259,523,175,9.328
CA-2015-160262,117,86,524,48,18.06
CA-2015-160262,117,86,223,48,79.14
CA-2015-160262,117,86,525,48,37.4
CA-2015-141796,121,212,526,67,1214.85
US-2015-121566,127,210,527,176,2.688
US-2015-121566,127,210,528,176,6.6
CA-2015-140487,137,260,529,20,212.94
CA-2015-111773,123,215,530,12,13.92
US-2015-161305,129,261,350,137,24.588
US-2015-161305,129,261,531,137,13.984
CA-2015-141299,128,262,532,147,15.28
CA-2015-104402,138,263,533,177,65.97
CA-2015-151897,129,264,17,112,100.24
CA-2015-169257,129,170,534,65,1.365
CA-2015-169257,129,170,388,65,62.016
CA-2015-144414,138,265,132,34,6.24
CA-2015-144414,138,265,535,34,17.9
CA-2015-144414,138,265,536,34,3266.376
CA-2015-126963,125,266,537,41,36.544
US-2015-112949,136,267,429,178,471.9
US-2015-112949,136,267,538,178,3.52
CA-2015-152254,127,268,539,54,310.688
CA-2015-151946,131,269,540,56,56.96
